"orderid","orderdate","ordertime","deliverytimeminutes","orderstatus","paymentmethod","customerid","customer_name","customer_city","restaurantid","restaurant_name","restaurant_city","cuisine","orderitemid","fooditemid","foodname","food_category","quantity","unitprice","item_total_price","foodcost","deliveryfee","discount","couponcode","campaignname","gst","order_final_amount","customerrating","deliveryrating","foodrating","review","sentiment","temperature","rainfall","weathercondition"
105685,"2023-01-28","13:21:00",23,"Delivered","Credit Card",8620,"Hemangini Arya","Coimbatore",308,"Blue Hub","Guwahati","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,294.00,49.00,0.00,NULL,NULL,14.70,357.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105686,"2023-09-28","17:22:00",49,"Delivered","Credit Card",9575,"Balveer Ravi","Hyderabad",282,"Curry Cafe","Kolkata","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,266.00,49.00,39.90,"ZOMTL27T","App Exclusive Deal",13.30,288.40,4,5,3,"Packaging was excellent and food was hot.","Positive",NULL,NULL,NULL
105687,"2024-02-22","10:34:00",30,"Food Not Delivered","UPI",9023,"Frado Ganguly","Bengaluru",325,"Curry Treats","Kolkata","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,230.00,40.00,69.00,"ZOMHEH0W","Late Night Cravings",11.50,212.50,5,5,5,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
105688,"2023-06-07","18:34:00",36,"Delivered","Credit Card",6451,"Vihaan Bawa","Lucknow",929,"Blue Corner","Mumbai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,460.00,30.00,0.00,NULL,NULL,23.00,513.00,NULL,4,5,"Packaging was excellent and food was hot.","Positive",26.60,115.40,"Clear"
105688,"2023-06-07","18:34:00",36,"Delivered","Credit Card",6451,"Vihaan Bawa","Lucknow",929,"Blue Corner","Mumbai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,460.00,30.00,0.00,NULL,NULL,23.00,513.00,NULL,4,5,"Packaging was excellent and food was hot.","Positive",31.40,207.30,"Cloudy"
105688,"2023-06-07","18:34:00",36,"Delivered","Credit Card",6451,"Vihaan Bawa","Lucknow",929,"Blue Corner","Mumbai","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,460.00,30.00,0.00,NULL,NULL,23.00,513.00,NULL,4,5,"Packaging was excellent and food was hot.","Positive",27.40,187.50,"Clear"
105689,"2024-07-14","14:07:00",29,"Delivered","UPI",7517,"Suhani Borah","Coimbatore",224,"royal diner","Mumbai","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,174.00,40.00,0.00,NULL,NULL,8.70,222.70,2,1,1,"Food arrived cold and late.","Negative",29.50,202.70,"Stormy"
105689,"2024-07-14","14:07:00",29,"Delivered","UPI",7517,"Suhani Borah","Coimbatore",224,"royal diner","Mumbai","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,174.00,40.00,0.00,NULL,NULL,8.70,222.70,2,1,1,"Food arrived cold and late.","Negative",26.20,115.90,"Clear"
105689,"2024-07-14","14:07:00",29,"Delivered","UPI",7517,"Suhani Borah","Coimbatore",224,"royal diner","Mumbai","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,174.00,40.00,0.00,NULL,NULL,8.70,222.70,2,1,1,"Food arrived cold and late.","Negative",36.00,92.10,"Clear"
105690,"2024-10-22","14:16:00",23,"Cancelled","Cash on Delivery",1401,"Rohan Ganesan","Visakhapatnam",472,"Royal Point","Bhubaneswar","Desserts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,457.00,25.00,0.00,NULL,NULL,22.85,504.85,NULL,NULL,NULL,NULL,NULL,27.90,8.50,"Foggy"
105691,"2024-08-13","20:47:00",24,"Food Not Delivered","UPI",5655,"Michael Krish","Hyderabad",717,"Spicy Treats","Jaipur","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,486.00,49.00,0.00,NULL,NULL,24.30,559.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105692,"2024-03-20","17:00:00",36,"Delivered","Cash on Delivery",10567,"ZILMIL MUKHERJEE","Indore",659,"Green Kitchen","Hyderabad","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,712.00,30.00,178.00,"ZOMFCC3Y","Mega Cashback Week",35.60,599.60,5,5,5,"Delivery partner was very polite.","Positive",34.10,9.20,"Humid"
105692,"2024-03-20","17:00:00",36,"Delivered","Cash on Delivery",10567,"ZILMIL MUKHERJEE","Indore",659,"Green Kitchen","Hyderabad","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,712.00,30.00,178.00,"ZOMFCC3Y","Mega Cashback Week",35.60,599.60,5,5,5,"Delivery partner was very polite.","Positive",27.70,0.00,"Rainy"
105693,"2023-03-07","15:17:00",22,"Delivered","Wallet",8134," Gauri Pau  ","Hyderabad",673,"Curry Bites","Nagpur","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.00,40.00,89.80,"ZOMPD2W4","New User Special",22.45,421.65,5,5,5,"Delivery partner was very polite.","Positive",30.70,121.30,"Stormy"
105693,"2023-03-07","15:17:00",22,"Delivered","Wallet",8134," Gauri Pau  ","Hyderabad",673,"Curry Bites","Nagpur","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,449.00,40.00,89.80,"ZOMPD2W4","New User Special",22.45,421.65,5,5,5,"Delivery partner was very polite.","Positive",31.00,1.30,"Clear"
105694,"2024-05-03","22:56:00",49,"Food Not Delivered","Debit Card",5477,"Shravya Choudhry","Chennai",731,"Curry Treats","Ludhiana","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,428.00,49.00,0.00,NULL,NULL,21.40,498.40,5,5,5,"Amazing experience overall.","Positive",NULL,NULL,NULL
105695,"2024-07-26","11:10:00",72,"Delivered Late","Wallet",1979,"Ekbal Goswami","Jaipur",54,"Golden Cafe","Surat","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,487.00,49.00,73.05,"ZOM7CRLP","Payday Delight",24.35,487.30,1,2,1,NULL,"Negative",NULL,NULL,NULL
105696,"2024-08-09","12:57:00",32,"Delivered","Debit Card",7655,"Vansha Rastogi","Lucknow",597,"Blue Treats","Vadodara","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,379.00,49.00,0.00,NULL,NULL,18.95,446.95,4,5,3,"Best biryani in town!","Positive",NULL,NULL,NULL
105697,"2024-07-18","13:00:00",30,"Delivered","Credit Card",9300,"Udarsh Nath","Guwahati",1012,"Green House","Delhi","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,429.00,0.00,0.00,NULL,NULL,21.45,450.45,5,4,4,"Great food and fast delivery!","Positive",NULL,NULL,NULL
105698,"2023-03-19","19:01:00",47,"Delivered","Debit Card",4338,"Abha Setty","Bengaluru",768,"Blue Kitchen","Delhi","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,120.00,0.00,30.00,"ZOMNURM3","Summer Splash",6.00,96.00,5,5,5,"Amazing experience overall.","Positive",NULL,NULL,NULL
105699,"2023-08-16","10:42:00",53,"Delivered","Wallet",2677,"Tanay Rege","Indore",1002,"Curry House","Lucknow","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,433.00,40.00,0.00,NULL,NULL,21.65,494.65,3,6,4,"Food was okay, nothing special.","Neutral",28.70,32.10,"Clear"
105700,"2023-03-18","13:05:00",49,"Delivered","Credit Card",8393,"Abhimanyu Hari","Bengaluru",302,"Grand Kitchen","Nashik","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,471.00,20.00,94.20,"ZOMPD2W4","New User Special",23.55,420.35,2,2,2,"Quality was not up to the mark.","Negative",32.30,14.30,"Clear"
105701,"2023-03-18","13:49:00",34,"Food Not Delivered","Net Banking",9062,"Urishilla Thaman","Chandigarh",144,"Royal Point","Jaipur","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,409.00,0.00,0.00,NULL,NULL,20.45,429.45,4,3,5,"Best biryani in town!","Positive",NULL,NULL,NULL
105702,"2023-12-24","20:46:00",41,"Cancelled","Debit Card",6232,"Laksh Sharma","Vadodara",899,"Green Diner","Delhi","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,478.00,0.00,0.00,NULL,NULL,23.90,501.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105703,"2023-09-29","12:39:00",45,"Delivered","UPI",2983,"Aahana Andra","Hyderabad",785,"Curry Hub","Pune","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,508.00,49.00,0.00,NULL,NULL,25.40,582.40,5,5,5,"Loved the taste, will order again.","Positive",30.20,47.80,"Rainy"
105704,"2023-01-24","11:50:00",17,"Delivered","UPI",7029,"Simon Barad","Lucknow",628,"The House","Ludhiana","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,563.00,49.00,0.00,NULL,NULL,28.15,640.15,2,3,1,"Wrong item delivered.","Negative",NULL,NULL,NULL
105705,"2024-07-04","15:16:00",32,"Cancelled","Net Banking",6380," Varenya Parsa  ","Lucknow",459,"Blue Kitchen","Bhopal","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,240.00,30.00,0.00,NULL,NULL,12.00,282.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105706,"2023-07-08","14:44:00",41,"Delivered","Cash on Delivery",9705,"Veer Prabhakar","Surat",1001,"Grand Point","Chennai","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,487.00,20.00,121.75,"ZOMUTS9D","Weekend Bonanza",24.35,409.60,5,5,5,"Best biryani in town!","Positive",NULL,NULL,NULL
105707,"2024-01-04","11:03:00",52,"Food Not Delivered","Net Banking",226,"Eshana Pathak","Delhi",129,"Spicy House","Pune","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,198.00,20.00,0.00,NULL,NULL,9.90,227.90,3,2,4,"Food was okay, nothing special.","Neutral",15.30,14.10,"Cloudy"
105707,"2024-01-04","11:03:00",52,"Food Not Delivered","Net Banking",226,"Eshana Pathak","Delhi",129,"Spicy House","Pune","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,198.00,20.00,0.00,NULL,NULL,9.90,227.90,3,2,4,"Food was okay, nothing special.","Neutral",24.20,0.90,"Foggy"
105708,"2024-01-16","13:44:00",28,"Delivered","Wallet",8242,"Nitara Rama","Lucknow",338,"Blue Hub","Delhi","Mughlai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,499.00,49.00,0.00,NULL,NULL,24.95,572.95,3,3,4,NULL,"Neutral",NULL,NULL,NULL
105709,"2024-04-10","12:12:00",18,"Delivered","Wallet",5703,"Tejas Menon","Bhopal",955,"Golden Corner","Mumbai","Sushi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.00,49.00,0.00,NULL,NULL,3.00,112.00,5,4,5,"Amazing experience overall.","Positive",39.30,13.50,"Cloudy"
105710,"2023-08-23","08:50:00",27,"Food Not Delivered","Wallet",2148,"Yug Bhatti","Hyderabad",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,264.00,40.00,39.60,"ZOM2L4WK","First Order Free Delivery",13.20,277.60,4,3,5,"Loved the taste, will order again.","Positive",NULL,NULL,NULL
105711,"2024-04-28","07:20:00",46,"Food Not Delivered","Debit Card",3703,"amrita warrior","Coimbatore",961,"Spicy Diner","Indore","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,564.00,40.00,282.00,"ZOMJKHB4","App Exclusive Deal",28.20,350.20,5,4,5,"Delivery partner was very polite.","Positive",NULL,NULL,NULL
105712,"2024-08-07","15:49:00",30,"Delivered","Debit Card",3711,"Warinder Mittal","Indore",875,"Spicy Diner","Nashik","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,540.00,49.00,54.00,"ZOMBQZT6","Monsoon Munchies",27.00,562.00,3,3,3,"Delivery was on time but food was mediocre.","Neutral",NULL,NULL,NULL
105713,"2023-11-25","18:17:00",13,"Delivered","Wallet",6276,"Qabil Murty","Surat",626,"Spicy Cafe","Nagpur","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,632.00,49.00,252.80,"ZOMDBULB","Great Indian Food Fest",31.60,459.80,5,5,5,"Best biryani in town!","Positive",25.50,17.70,"Humid"
105714,"2024-08-08","10:01:00",20,"Delivered","UPI",1915,"Warinder Johal","Surat",1043,"Curry Diner","Nagpur","Burgers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,60.00,25.00,18.00,"ZOM37E21","Late Night Cravings",3.00,70.00,NULL,NULL,NULL,NULL,NULL,22.80,0.00,"Clear"
105715,"2023-01-26","18:37:00",32,"Delivered","Credit Card",8668,"Dayita Kari","Nashik",651,"Urban House","Visakhapatnam","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,412.00,25.00,0.00,NULL,NULL,20.60,457.60,2,7,2,"Order was incomplete.","Negative",NULL,NULL,NULL
105716,"2023-12-13","19:24:00",26,"Delivered","Wallet",9685,"Anirudh Parsa","Kolkata",1153,"The Point","Nashik","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,407.00,0.00,122.10,"ZOM3S82N","Festive Feast",20.35,305.25,3,3,2,"Food was okay, nothing special.","Neutral",19.00,0.00,"Clear"
105717,"2024-08-07","14:56:00",36,"Cancelled","Wallet",10752,"Ganga Mahajan","Bhopal",455,"Grand Kitchen","Ahmedabad","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,291.00,30.00,0.00,NULL,NULL,14.55,335.55,NULL,NULL,NULL,NULL,NULL,26.40,48.70,"Humid"
105718,"2023-11-24","21:12:00",47,"Delivered","Net Banking",1947,"Nisha Mall","Patna",774,"Spicy Point","Kolkata","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,30.00,0.00,NULL,NULL,16.75,381.75,1,2,1,"Food arrived cold and late.","Negative",31.30,20.70,"Humid"
105718,"2023-11-24","21:12:00",47,"Delivered","Net Banking",1947,"Nisha Mall","Patna",774,"Spicy Point","Kolkata","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,30.00,0.00,NULL,NULL,16.75,381.75,1,2,1,"Food arrived cold and late.","Negative",29.70,0.00,"Clear"
105718,"2023-11-24","21:12:00",47,"Delivered","Net Banking",1947,"Nisha Mall","Patna",774,"Spicy Point","Kolkata","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,30.00,0.00,NULL,NULL,16.75,381.75,1,2,1,"Food arrived cold and late.","Negative",29.30,7.00,"Humid"
105718,"2023-11-24","21:12:00",47,"Delivered","Net Banking",1947,"Nisha Mall","Patna",774,"Spicy Point","Kolkata","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,30.00,0.00,NULL,NULL,16.75,381.75,1,2,1,"Food arrived cold and late.","Negative",26.90,0.00,"Cloudy"
105718,"2023-11-24","21:12:00",47,"Delivered","Net Banking",1947,"Nisha Mall","Patna",774,"Spicy Point","Kolkata","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,335.00,30.00,0.00,NULL,NULL,16.75,381.75,1,2,1,"Food arrived cold and late.","Negative",30.50,26.00,"Foggy"
105719,"2024-06-20","14:51:00",20,"Delivered","Wallet",7808,"Chameli Sood","Ludhiana",1034,"Royal Point","Chennai","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,442.00,0.00,0.00,NULL,NULL,22.10,464.10,4,5,3,"Great food and fast delivery!","Positive",26.70,538.90,"Cloudy"
105719,"2024-06-20","14:51:00",20,"Delivered","Wallet",7808,"Chameli Sood","Ludhiana",1034,"Royal Point","Chennai","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,442.00,0.00,0.00,NULL,NULL,22.10,464.10,4,5,3,"Great food and fast delivery!","Positive",32.00,77.90,"Humid"
105720,"2023-03-15","10:50:00",35,"Delivered","Credit Card",11596,"Varenya Andra","Guwahati",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305.00,20.00,152.50,"ZOMJKHB4","App Exclusive Deal",15.25,187.75,5,5,4,"Best biryani in town!","Positive",NULL,NULL,NULL
105721,"2023-06-02","20:07:00",44,"Cancelled","Net Banking",8709,"Charan Mukhopadhyay","Bhubaneswar",687,"Golden Point","Hyderabad","Seafood",NULL,NULL,NULL,NULL,NULL,NULL,NULL,292.00,30.00,0.00,NULL,NULL,14.60,336.60,NULL,NULL,NULL,NULL,NULL,28.10,0.00,"Clear"
105722,"2024-06-30","18:17:00",69,"Delivered Late","Debit Card",9805,"Ati Kaul","Patna",1058,"Curry Kitchen","Bhubaneswar","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,223.00,49.00,0.00,NULL,NULL,11.15,283.15,1,2,1,"Order was incomplete.","Negative",31.00,210.90,"Clear"
105723,"2024-10-24","08:32:00",39,"Delivered","Debit Card",11920,"Lila Ben","Chandigarh",155,"Urban House","Raipur","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,332.00,0.00,0.00,NULL,NULL,16.60,348.60,3,3,4,"Delivery was on time but food was mediocre.","Neutral",NULL,NULL,NULL
105724,"2024-03-26","10:52:00",48,"Delivered","Cash on Delivery",10543,"Wyatt Basak","Ahmedabad",960,"Grand Kitchen","Bhopal","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,558.00,49.00,0.00,NULL,NULL,27.90,634.90,4,4,4,"Great food and fast delivery!","Positive",31.70,0.00,"Clear"
105724,"2024-03-26","10:52:00",48,"Delivered","Cash on Delivery",10543,"Wyatt Basak","Ahmedabad",960,"Grand Kitchen","Bhopal","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,558.00,49.00,0.00,NULL,NULL,27.90,634.90,4,4,4,"Great food and fast delivery!","Positive",32.60,26.60,"Clear"
105725,"2023-01-24","09:43:00",56,"Delivered Late","Cash on Delivery",6828,"Dayamai Murty","Bhubaneswar",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,358.00,40.00,0.00,NULL,NULL,17.90,415.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105726,"2023-08-24","15:05:00",19,"Delivered","Credit Card",6644,"Chaitanya Ramanathan","Bhubaneswar",582,"Royal Cafe","Delhi","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,393.00,30.00,117.90,"ZOM7LKXM","Great Indian Food Fest",19.65,324.75,5,5,4,"Loved the taste, will order again.","Positive",33.50,353.70,"Rainy"
105726,"2023-08-24","15:05:00",19,"Delivered","Credit Card",6644,"Chaitanya Ramanathan","Bhubaneswar",582,"Royal Cafe","Delhi","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,393.00,30.00,117.90,"ZOM7LKXM","Great Indian Food Fest",19.65,324.75,5,5,4,"Loved the taste, will order again.","Positive",30.50,0.00,"Clear"
105727,"2023-06-01","12:39:00",39,"Cancelled","Debit Card",3696,"Ekansh Chad","Visakhapatnam",273,"Green Treats","Surat","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,531.00,30.00,0.00,NULL,NULL,26.55,587.55,NULL,NULL,NULL,NULL,NULL,25.70,0.00,"Rainy"
105727,"2023-06-01","12:39:00",39,"Cancelled","Debit Card",3696,"Ekansh Chad","Visakhapatnam",273,"Green Treats","Surat","Biryani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,531.00,30.00,0.00,NULL,NULL,26.55,587.55,NULL,NULL,NULL,NULL,NULL,25.00,19.20,"Rainy"
105728,"2024-12-27","16:01:00",15,"Cancelled","Debit Card",4440,"Jack Sethi","Patna",895,"Urban House","Lucknow","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,395.00,20.00,0.00,NULL,NULL,19.75,434.75,NULL,NULL,NULL,NULL,NULL,11.30,1.50,"Rainy"
105729,"2023-11-10","12:31:00",40,"Food Not Delivered","Credit Card",2865,"Alka Korpal","Bengaluru",302,"Grand Kitchen","Nashik","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,244.00,40.00,0.00,NULL,NULL,12.20,296.20,NULL,NULL,NULL,NULL,NULL,29.80,0.00,"Clear"
105729,"2023-11-10","12:31:00",40,"Food Not Delivered","Credit Card",2865,"Alka Korpal","Bengaluru",302,"Grand Kitchen","Nashik","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,244.00,40.00,0.00,NULL,NULL,12.20,296.20,NULL,NULL,NULL,NULL,NULL,22.30,0.00,"Clear"
105730,"2024-12-07","12:11:00",41,"Food Not Delivered","Credit Card",3299,"Henry Patla","Bhopal",69,"Spicy Kitchen","Vadodara","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,433.00,20.00,129.90,"ZOM1UAHF","New User Special",21.65,344.75,5,4,5,"Delivery partner was very polite.","Positive",19.80,0.00,"Cloudy"
105731,"2024-01-08","02:15:00",45,"Cancelled","Cash on Delivery",11913,"Tripti Das","Ahmedabad",357,"Tasty House","Coimbatore","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,201.00,25.00,0.00,NULL,NULL,10.05,236.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105732,"2023-04-27","12:58:00",33,"Delivered","UPI",11608,"Dayita Lad","Hyderabad",410,"The Treats","Bengaluru","BBQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,432.00,49.00,0.00,NULL,NULL,21.60,502.60,2,1,1,"Delivery took way too long.","Negative",NULL,NULL,NULL
105733,"2023-11-03","07:06:00",28,"Delivered","Credit Card",1697,"Pranav Chacko","Kolkata",679,"Royal House","Lucknow","Bakery",NULL,NULL,NULL,NULL,NULL,NULL,NULL,260.00,0.00,0.00,NULL,NULL,13.00,273.00,2,1,3,NULL,"Negative",NULL,NULL,NULL
105734,"2024-02-18","19:47:00",44,"Food Not Delivered","Net Banking",9931,"Nathan Bakshi","Indore",734,"Grand Point","Ahmedabad","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,562.00,25.00,168.60,"ZOMLGCHU","Mega Cashback Week",28.10,446.50,5,5,5,"Delivery partner was very polite.","Positive",19.90,13.30,"Cloudy"
105734,"2024-02-18","19:47:00",44,"Food Not Delivered","Net Banking",9931,"Nathan Bakshi","Indore",734,"Grand Point","Ahmedabad","Mexican",NULL,NULL,NULL,NULL,NULL,NULL,NULL,562.00,25.00,168.60,"ZOMLGCHU","Mega Cashback Week",28.10,446.50,5,5,5,"Delivery partner was very polite.","Positive",13.00,9.10,"Clear"
105735,"2023-08-23","12:01:00",19,"Delivered","UPI",2290,"Vansha Prabhakar","Mumbai",881,"Tasty Bites","Pune","Italian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,526.00,20.00,78.90,"ZOMKE16P","New User Special",26.30,493.40,1,1,2,"Food arrived cold and late.","Negative",20.50,37.50,"Cloudy"
105736,"2023-09-08","11:08:00",262,"Delivered","Cash on Delivery",5809,"Leela Pal","Bhubaneswar",769,"Tasty Diner","Coimbatore","South Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,383.00,30.00,38.30,"ZOM19Y9G","Payday Delight",19.15,393.85,5,5,4,"Packaging was excellent and food was hot.","Positive",30.90,116.20,"Stormy"
105737,"2023-02-19","18:43:00",32,"Cancelled","Credit Card",10064,"Amrita Deep","Mumbai",572,"Tasty Cafe","Visakhapatnam","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,357.00,0.00,0.00,NULL,NULL,17.85,374.85,NULL,NULL,NULL,NULL,NULL,19.70,0.00,"Humid"
105738,"2024-08-04","21:10:00",95,"Delivered Late","Credit Card",9387,"Kamala Dutt","Hyderabad",566,"Tasty Treats","Ahmedabad","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,693.00,30.00,0.00,NULL,NULL,34.65,757.65,5,4,5,"Packaging was excellent and food was hot.","Positive",29.90,137.80,"Rainy"
105738,"2024-08-04","21:10:00",95,"Delivered Late","Credit Card",9387,"Kamala Dutt","Hyderabad",566,"Tasty Treats","Ahmedabad","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,693.00,30.00,0.00,NULL,NULL,34.65,757.65,5,4,5,"Packaging was excellent and food was hot.","Positive",24.70,9.50,"Rainy"
105739,"2023-04-27","14:34:00",36,"Delivered","Credit Card",6210,"Aarush Gera","Mumbai",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,285.00,49.00,0.00,NULL,NULL,14.25,348.25,5,5,4,"Amazing experience overall.","Positive",NULL,NULL,NULL
105740,"2024-10-31","20:38:00",38,"Delivered","Cash on Delivery",10401,"Warjas Kanda","Bengaluru",618,"Green Corner","Kolkata","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,334.00,30.00,0.00,NULL,NULL,16.70,380.70,1,2,1,"Order was incomplete.","Negative",24.10,3.50,"Clear"
105741,"2023-01-23","08:09:00",60,"Delivered","Wallet",6711,"Rachana Walla","Hyderabad",384,"Blue Bites","Bhubaneswar","North Indian",NULL,NULL,NULL,NULL,NULL,NULL,NULL,169.00,0.00,0.00,NULL,NULL,8.45,177.45,3,4,3,"Average experience.","Neutral",NULL,NULL,NULL
105742,"2023-03-15","20:39:00",56,"Delivered Late","Net Banking",9994,"Hemani Parekh","Chandigarh",664,"Grand Kitchen","Vadodara","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,523.00,20.00,261.50,"ZOMKXZZW","Republic Day Offer",26.15,307.65,5,5,5,"Best biryani in town!","Positive",31.40,7.50,"Cloudy"
105743,"2024-12-16","21:57:00",39,"Delivered","Wallet",6127,"Rachita Singh","Kochi",757,"Spicy Diner","Mumbai","Street Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,384.00,20.00,192.00,"ZOMMU60P","Payday Delight",19.20,231.20,NULL,NULL,NULL,NULL,NULL,20.80,10.30,"Humid"
105744,"2023-03-24","09:49:00",41,"Cancelled","Wallet",2507,"Chanchal Raghavan","Patna",1042,"Spicy Grill","Raipur","Pizza",NULL,NULL,NULL,NULL,NULL,NULL,NULL,382.00,49.00,191.00,"ZOM5KTJY","First Order Free Delivery",19.10,259.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105745,"2023-02-13","13:28:00",51,"Food Not Delivered","Wallet",10562,"Hredhaan Sawhney","Nashik",676,"The Point","Nashik","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,519.00,30.00,0.00,NULL,NULL,25.95,574.95,4,4,3,"Great food and fast delivery!","Positive",NULL,NULL,NULL
105746,"2023-02-16","18:15:00",35,"Delivered","UPI",7689," Yashasvi Naik  ","Kolkata",317,"Curry House","Surat","Continental",NULL,NULL,NULL,NULL,NULL,NULL,NULL,577.00,25.00,115.40,"ZOMFEGJC","Great Indian Food Fest",28.85,515.45,3,4,4,NULL,"Neutral",NULL,NULL,NULL
105747,"2023-06-21","12:41:00",39,"Food Not Delivered","Debit Card",2343,"Kabir Cheema","Ludhiana",413,"Royal Point","Indore","Healthy Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,314.00,30.00,62.80,"ZOMJ3NF9","Late Night Cravings",15.70,296.90,1,1,2,"Order was incomplete.","Negative",30.30,181.90,"Rainy"
105748,"2024-06-29","18:23:00",66,"Delivered Late","Debit Card",11841,"Nandini Srivastava","Ahmedabad",447,"Royal Bites","Bengaluru","Fast Food",NULL,NULL,NULL,NULL,NULL,NULL,NULL,451.00,40.00,0.00,NULL,NULL,22.55,513.55,NULL,NULL,NULL,NULL,NULL,32.30,44.60,"Clear"
